行业,代码,公司,最终状态,首个定量淘汰原因,定性结论,PE_TTM,最新ROE_pct,近3期ROE中位数_pct,ROE除以PE,最新毛利率_pct,近3期毛利率中位数_pct,最新资产负债率_pct,最新ROIC_pct,近3期ROIC中位数_pct,本地资料
可选消费,00839,中教控股,定量淘汰,最新ROE<15%,未进入定性复核,5.94,6,6,1.01,53.3,55.4,51.8,3.2,3.2,stocks/可选消费/HK_中教控股(00839).md
可选消费,00880,澳博控股,定量淘汰,无有效正PE（亏损或资料缺失）,未进入定性复核,-20.14,-3.1,-3.1,0.15,97.3,97.3,73.1,-0.9,-0.9,stocks/可选消费/HK_澳博控股(00880).md
可选消费,00881,中升控股,定量淘汰,无有效正PE（亏损或资料缺失）,未进入定性复核,-5.47,-3.7,6.9,0.68,5.4,6.3,58,-2,3.8,stocks/可选消费/HK_中升控股(00881).md
可选消费,00921,海信家电,定量淘汰,最新毛利率<40%或未披露,未进入定性复核,8.69,19.4,22.6,2.23,21.3,21.3,69.2,5.1,5.7,stocks/可选消费/HK_海信家电(00921).md
可选消费,00999,小菜园,定性淘汰,,直营连锁餐厅需要持续开店、装修和供应链投入，属于门店重资产/高扩张资本开支模式。,9.98,29.8,38.9,2.99,70.4,68.5,35.7,23,26,stocks/可选消费/HK_小菜园(00999).md
可选消费,01057,浙江世宝,定量淘汰,最新ROE<15%,未进入定性复核,14.77,9,8.7,0.61,18.5,20.6,45.2,5.9,5.6,stocks/可选消费/HK_浙江世宝(01057).md
可选消费,01070,TCL电子,定量淘汰,最新ROE<15%,未进入定性复核,14.44,13.7,10.4,0.95,15.6,15.7,78.3,3.5,2.9,stocks/可选消费/HK_TCL电子(01070).md
可选消费,01114,华晨中国,定量淘汰,最新ROE<15%,未进入定性复核,4.59,8.4,8.4,1.83,13.8,17.7,7,11.4,15.1,stocks/可选消费/HK_华晨中国(01114).md
可选消费,01128,永利澳门,定量淘汰,最新ROE<15%,未进入定性复核,17.06,-12.2,-12.2,-0.72,,,133.3,5.3,5.3,stocks/可选消费/HK_永利澳门(01128).md
可选消费,01211,比亚迪股份,定量淘汰,ROE/PE<1,未进入定性复核,25.64,15.1,24,0.59,17.7,19.4,70.7,4.5,6.1,stocks/可选消费/HK_比亚迪股份(01211).md
可选消费,01316,耐世特,定量淘汰,最新ROE<15%,未进入定性复核,12.17,5,3.1,0.41,11.4,10.5,42.7,3.3,2,stocks/可选消费/HK_耐世特(01316).md
可选消费,01318,毛戈平,条件观察,,美妆主业、创始人品牌和高端专柜渠道均较清晰，资本开支不高；但上市时间短，尚不足以证明跨周期资本配置能力。,20.74,29.5,34.9,1.42,84.2,84.4,15.6,63.9,67,stocks/可选消费/HK_毛戈平(01318).md
可选消费,01361,361度,定量淘汰,最新ROE<15%,未进入定性复核,6.73,13.5,12.4,2.01,41.5,41.5,26.8,14.1,14.4,stocks/可选消费/HK_361度(01361).md
可选消费,01364,古茗,定量淘汰,最新毛利率<40%或未披露,未进入定性复核,14.25,78.8,78.8,5.53,33,31.3,64.9,36.1,39,stocks/可选消费/HK_古茗(01364).md
可选消费,01368,特步国际,定量淘汰,最新ROE<15%,未进入定性复核,6.78,14.5,14.1,2.14,42.8,42.8,39.6,10.6,9.2,stocks/可选消费/HK_特步国际(01368).md
可选消费,01405,达势股份,定量淘汰,最新ROE<15%,未进入定性复核,31.43,6.1,2.5,0.19,72.7,72.7,56.9,3.4,1.6,stocks/可选消费/HK_达势股份(01405).md
可选消费,01528,红星美凯龙,定量淘汰,无有效正PE（亏损或资料缺失）,未进入定性复核,-0.17,-66.9,-7,393.53,64.3,63.8,71.6,-24.4,-3,stocks/可选消费/HK_红星美凯龙(01528).md
可选消费,01585,雅迪控股,定量淘汰,最新毛利率<40%或未披露,未进入定性复核,9.82,30.3,30.3,3.09,19.1,16.9,65.1,14.6,14.6,stocks/可选消费/HK_雅迪控股(01585).md
可选消费,01691,JS环球生活,定量淘汰,无有效正PE（亏损或资料缺失）,未进入定性复核,-26.44,-4.6,1.2,0.17,32.2,32.2,58.4,-2.5,0.7,stocks/可选消费/HK_JS环球生活(01691).md
可选消费,01773,天立国际控股,定量淘汰,最新毛利率<40%或未披露,未进入定性复核,2.91,24.4,24.4,8.38,33.8,33.8,70.3,7.4,6.8,stocks/可选消费/HK_天立国际控股(01773).md
可选消费,01797,东方甄选,定量淘汰,PE>57.81（高于10年期国债收益率倒数）,未进入定性复核,63.93,0.1,43.7,0.00,32,32,16,0.2,67.6,stocks/可选消费/HK_东方甄选(01797).md
可选消费,01836,九兴控股,定量淘汰,最新ROE<15%,未进入定性复核,11.01,12.6,13.8,1.14,21.8,24.6,22.9,13.5,13.6,stocks/可选消费/HK_九兴控股(01836).md
可选消费,01880,中国中免,定量淘汰,最新ROE<15%,未进入定性复核,22.81,6.6,8,0.29,31.8,30.9,18.5,5.2,6,stocks/可选消费/HK_中国中免(01880).md
可选消费,01910,新秀丽,定量淘汰,最新资产负债率>40%或未披露,未进入定性复核,8.57,18.8,23.6,2.19,59.6,59.6,67.6,6.6,8,stocks/可选消费/HK_新秀丽(01910).md
可选消费,01928,金沙中国有限公司,定量淘汰,最新资产负债率>40%或未披露,未进入定性复核,15.28,73.7,73.7,4.82,98.5,98.7,86.7,9.8,9.8,stocks/可选消费/HK_金沙中国有限公司(01928).md
可选消费,01929,周大福,定量淘汰,最新毛利率<40%或未披露,未进入定性复核,13.52,31.4,22.7,2.32,32.3,29.5,62.8,12.5,8.4,stocks/可选消费/HK_周大福(01929).md
可选消费,01999,敏华控股,定量淘汰,最新ROE<15%,未进入定性复核,6.6,13.5,16.6,2.05,39.4,39.4,32.2,10.9,13.5,stocks/可选消费/HK_敏华控股(01999).md
可选消费,02015,理想汽车-W,定量淘汰,无有效正PE（亏损或资料缺失）,未进入定性复核,-47.49,1.6,12.3,-0.03,18.7,20.5,52.6,2.2,18.1,stocks/可选消费/HK_理想汽车-W(02015).md
可选消费,02020,安踏体育,定量淘汰,最新资产负债率>40%或未披露,未进入定性复核,14.08,21.3,23.8,1.51,62,62.2,41.7,17.2,23,stocks/可选消费/HK_安踏体育(02020).md
可选消费,02097,蜜雪集团,定量淘汰,最新毛利率<40%或未披露,未进入定性复核,12.46,29.9,34.8,2.40,31.1,31.1,19.6,32.6,38.7,stocks/可选消费/HK_蜜雪集团(02097).md
可选消费,02232,晶苑国际,定量淘汰,最新ROE<15%,未进入定性复核,9.4,14.3,13.5,1.52,19.9,19.7,26.2,12.9,12.9,stocks/可选消费/HK_晶苑国际(02232).md
可选消费,02238,广汽集团,定量淘汰,无有效正PE（亏损或资料缺失）,未进入定性复核,-2.26,-8,0.7,3.54,-5.6,2.3,49,-4.9,0.5,stocks/可选消费/HK_广汽集团(02238).md
可选消费,02255,海昌海洋公园,定量淘汰,无有效正PE（亏损或资料缺失）,未进入定性复核,-4.12,-42.8,-35.7,10.39,19.6,23,74,-9.6,-7.4,stocks/可选消费/HK_海昌海洋公园(02255).md
可选消费,02282,美高梅中国,定量淘汰,近3期ROE中位数<15%,未进入定性复核,7.59,268.9,-99.1,35.43,96.2,96.4,89.1,20.1,18.3,stocks/可选消费/HK_美高梅中国(02282).md
可选消费,02285,泉峰控股,定量淘汰,最新ROE<15%,未进入定性复核,12.48,9.5,9.5,0.76,32.9,32.9,44.8,6.2,6.2,stocks/可选消费/HK_泉峰控股(02285).md
可选消费,02313,申洲国际,定量淘汰,最新毛利率<40%或未披露,未进入定性复核,10.27,15.9,15.9,1.55,26.3,26.3,34.2,19.4,19.4,stocks/可选消费/HK_申洲国际(02313).md
可选消费,02331,李宁,定量淘汰,最新ROE<15%,未进入定性复核,11.7,10.9,11.9,0.93,49,49,26.7,14.7,13.3,stocks/可选消费/HK_李宁(02331).md
可选消费,02333,长城汽车,定量淘汰,最新ROE<15%,未进入定性复核,7.38,11.8,11.8,1.60,18,18.7,61,5.2,5.2,stocks/可选消费/HK_长城汽车(02333).md
可选消费,02473,喜相逢集团,定量淘汰,最新ROE<15%,未进入定性复核,17.92,5.4,5.4,0.30,25.7,29.9,77.1,1.4,1.4,stocks/可选消费/HK_喜相逢集团(02473).md
可选消费,02555,茶百道,定量淘汰,最新毛利率<40%或未披露,未进入定性复核,7.81,20.4,20.4,2.61,32.5,32.5,16.8,44.4,44.4,stocks/可选消费/HK_茶百道(02555).md
可选消费,02580,奥克斯电气,定量淘汰,最新毛利率<40%或未披露,未进入定性复核,6.59,32.4,72.1,4.92,18.8,21,68.3,9.8,16.3,stocks/可选消费/HK_奥克斯电气(02580).md
可选消费,02583,西普尼,定量淘汰,最新ROE<15%,未进入定性复核,24.07,12.1,9.4,0.50,31.5,27.2,19.3,10.7,7.6,stocks/可选消费/HK_西普尼(02583).md
可选消费,02589,沪上阿姨,定量淘汰,最新毛利率<40%或未披露,未进入定性复核,18.16,32.2,32.5,1.77,31.4,31.3,35.4,32.1,32.1,stocks/可选消费/HK_沪上阿姨(02589).md
可选消费,02643,曹操出行,定量淘汰,无有效正PE（亏损或资料缺失）,未进入定性复核,-11.73,11.7,19.1,-1.00,9.4,8.1,179.6,-16,-28.1,stocks/可选消费/HK_曹操出行(02643).md
可选消费,03306,江南布衣,定量淘汰,最新资产负债率>40%或未披露,未进入定性复核,9.59,39.4,39.4,4.11,65.6,65.6,46.8,27.7,27.7,stocks/可选消费/HK_江南布衣(03306).md
可选消费,03690,美团-W,定量淘汰,无有效正PE（亏损或资料缺失）,未进入定性复核,-11.23,-14.4,9.9,1.28,30.4,35.1,56.5,-9.5,5.7,stocks/可选消费/HK_美团-W(03690).md
可选消费,03808,中国重汽,定量淘汰,近3期ROE中位数<15%,未进入定性复核,13.88,16.3,14.4,1.17,15.1,15.6,65.2,6.5,6.2,stocks/可选消费/HK_中国重汽(03808).md
可选消费,03918,金界控股,定量淘汰,最新ROE<15%,未进入定性复核,6.46,13.6,9.2,2.11,81.3,81.2,13.3,13.1,7.4,stocks/可选消费/HK_金界控股(03918).md
可选消费,03998,波司登,定性淘汰,,羽绒服、贴牌加工和非羽绒服多线经营，历史上做过多元化，按严格口径淘汰。,12.48,22.7,22.9,1.82,57.2,57.3,37.5,17.8,17.9,stocks/可选消费/HK_波司登(03998).md
可选消费,06110,滔搏,定量淘汰,最新ROE<15%,未进入定性复核,6.28,14.3,14.3,2.28,38,38.4,38.7,11.4,11.4,stocks/可选消费/HK_滔搏(06110).md
可选消费,06168,周六福,定量淘汰,最新毛利率<40%或未披露,未进入定性复核,7.43,22.6,29.2,3.04,27.5,26.2,26.4,19.3,22.5,stocks/可选消费/HK_周六福(06168).md
可选消费,06181,老铺黄金,定量淘汰,最新毛利率<40%或未披露,未进入定性复核,13.27,64.8,54.2,4.88,37.6,41.2,47.8,39.3,38.3,stocks/可选消费/HK_老铺黄金(06181).md
可选消费,06690,海尔智家,定量淘汰,最新毛利率<40%或未披露,未进入定性复核,9.42,17,17,1.80,26.1,27.2,57.4,8.3,8.8,stocks/可选消费/HK_海尔智家(06690).md
可选消费,06862,海底捞,定量淘汰,最新资产负债率>40%或未披露,未进入定性复核,14,39.6,42.9,2.83,59.5,59.5,54.7,26.3,29.8,stocks/可选消费/HK_海底捞(06862).md
可选消费,09658,特海国际,定量淘汰,最新ROE<15%,未进入定性复核,31.1,9.7,9.7,0.31,66.4,66.4,47.5,8.1,5.7,stocks/可选消费/HK_特海国际(09658).md
可选消费,09690,途虎-W,定量淘汰,最新ROE<15%,未进入定性复核,22.47,8.5,8.5,0.38,24.1,24.7,62.6,3.7,4.7,stocks/可选消费/HK_途虎-W(09690).md
可选消费,09863,零跑汽车,定量淘汰,PE>57.81（高于10年期国债收益率倒数）,未进入定性复核,151.25,4.5,-25,0.03,14.5,8.4,77.5,1.4,-12.7,stocks/可选消费/HK_零跑汽车(09863).md
可选消费,09868,小鹏汽车-W,定量淘汰,无有效正PE（亏损或资料缺失）,未进入定性复核,-38.34,-3.7,-17.1,0.10,18.9,14.3,70.6,-1.8,-11.1,stocks/可选消费/HK_小鹏汽车-W(09868).md
可选消费,09896,名创优品,定量淘汰,最新ROE<15%,未进入定性复核,13.1,11.5,22.2,0.88,45,44.9,62.6,7.3,29.3,stocks/可选消费/HK_名创优品(09896).md
可选消费,09927,赛力斯,定量淘汰,最新毛利率<40%或未披露,未进入定性复核,11.28,22.4,22.4,1.99,26.9,23.8,70.9,7,7,stocks/可选消费/HK_赛力斯(09927).md
可选消费,09973,奇瑞汽车,定量淘汰,最新毛利率<40%或未披露,未进入定性复核,6.69,49.2,67.4,7.35,13.8,13.8,80.4,11,9.8,stocks/可选消费/HK_奇瑞汽车(09973).md
可选消费,09987,百胜中国,定量淘汰,最新毛利率<40%或未披露,未进入定性复核,15.49,16.7,15,1.08,21.7,20.7,43.4,9.6,9.2,stocks/可选消费/HK_百胜中国(09987).md
可选消费,09988,阿里巴巴-W,定量淘汰,最新ROE<15%,未进入定性复核,18.32,9.9,9.9,0.54,39.8,39.8,41,6.3,6.3,stocks/可选消费/HK_阿里巴巴-W(09988).md
可选消费,09992,泡泡玛特,通过初筛,,潮玩/IP运营主业可理解，艺术家/IP平台、产品开发和全球零售网络构成供给侧优势；创始人控股且分红提升，主题乐园与数字业务仍视为IP相邻延伸。,15.01,77.5,33.9,5.16,72.1,66.8,29.4,130.7,69.1,stocks/可选消费/HK_泡泡玛特(09992).md
能源,00135,昆仑能源,定量淘汰,最新ROE<15%,未进入定性复核,10.08,8,9.2,0.79,12.8,13.6,36,7.1,7.4,stocks/能源/HK_昆仑能源(00135).md
能源,00338,上海石油化工股份,定量淘汰,无有效正PE（亏损或资料缺失）,未进入定性复核,-9.33,-6.7,-5.3,0.72,-2.4,-1.7,41.7,-5.2,-3.8,stocks/能源/HK_上海石油化工股份(00338).md
能源,00386,中国石油化工股份,定量淘汰,最新ROE<15%,未进入定性复核,12.52,4,6,0.32,21.5,20.3,54.2,1.8,2.8,stocks/能源/HK_中国石油化工股份(00386).md
能源,00467,联合能源集团,定量淘汰,最新ROE<15%,未进入定性复核,8.68,8.4,8.4,0.97,17.6,18.8,54.8,4.6,4.6,stocks/能源/HK_联合能源集团(00467).md
能源,00639,首钢资源,定量淘汰,最新ROE<15%,未进入定性复核,18.75,3.8,9.1,0.20,21.4,51.2,17.1,5.4,12.6,stocks/能源/HK_首钢资源(00639).md
能源,00857,中国石油股份,定量淘汰,最新ROE<15%,未进入定性复核,10.17,10.1,11.1,0.99,33.5,34,36.4,6.7,7,stocks/能源/HK_中国石油股份(00857).md
能源,00883,中国海洋石油,定量淘汰,最新ROIC<15%或未披露,未进入定性复核,7.97,15.7,19.5,1.97,77.4,77.4,26.7,13.7,14.9,stocks/能源/HK_中国海洋石油(00883).md
能源,00934,中石化冠德,定量淘汰,最新ROE<15%,未进入定性复核,9.07,6.3,7.5,0.69,48.5,48.5,2.1,9.1,12,stocks/能源/HK_中石化冠德(00934).md
能源,00975,蒙古焦煤,定量淘汰,PE>57.81（高于10年期国债收益率倒数）,未进入定性复核,157.75,0.5,20.5,0.00,17.5,39.6,40.5,0.3,13.3,stocks/能源/HK_蒙古焦煤(00975).md
能源,01033,中石化油服,定量淘汰,最新ROE<15%,未进入定性复核,16.69,7.8,7.5,0.47,7.7,7.4,88,0.9,0.8,stocks/能源/HK_中石化油服(01033).md
能源,01088,中国神华,定量淘汰,最新ROE<15%,未进入定性复核,15.79,13,14.8,0.82,29.9,30.1,23.2,11.6,14.2,stocks/能源/HK_中国神华(01088).md
能源,01171,兖矿能源,定量淘汰,最新ROE<15%,未进入定性复核,10.86,9.1,17.2,0.84,25.2,33.6,62.2,2.7,4.7,stocks/能源/HK_兖矿能源(01171).md
能源,01277,力量发展,定量淘汰,最新ROE<15%,未进入定性复核,14.48,10.9,27.1,0.75,38.4,55.2,39.7,6.9,18.8,stocks/能源/HK_力量发展(01277).md
能源,01898,中煤能源,定量淘汰,最新ROE<15%,未进入定性复核,8.81,9.3,12.3,1.06,20.1,20.1,45.8,5.3,7.7,stocks/能源/HK_中煤能源(01898).md
能源,02386,中石化炼化工程,定量淘汰,最新ROE<15%,未进入定性复核,11.97,5.7,7.7,0.48,7.4,8.3,65.1,2.9,4.2,stocks/能源/HK_中石化炼化工程(02386).md
能源,02883,中海油田服务,定量淘汰,最新ROE<15%,未进入定性复核,7.88,8.5,7.4,1.08,,,44.2,5,4.2,stocks/能源/HK_中海油田服务(02883).md
能源,03668,兖煤澳大利亚,定量淘汰,最新ROE<15%,未进入定性复核,19.04,4.8,13.7,0.25,80,82.4,26,4.4,12.3,stocks/能源/HK_兖煤澳大利亚(03668).md
通信服务,00008,电讯盈科,定量淘汰,无有效正PE（亏损或资料缺失）,未进入定性复核,-175.47,139.8,-11.7,-0.80,46.5,49.1,93.5,-0.3,-0.4,stocks/通信服务/HK_电讯盈科(00008).md
通信服务,00136,中国儒意,定量淘汰,最新ROE<15%,未进入定性复核,11.82,8.9,7.3,0.75,35.4,35.4,21.2,8.7,4.9,stocks/通信服务/HK_中国儒意(00136).md
通信服务,00700,腾讯控股,定性淘汰,,游戏、社交、广告、支付、金融科技、云和投资并行，明确触发多元化不投。,15.26,21.1,21.1,1.38,56.2,52.9,39.1,15.2,15.2,stocks/通信服务/HK_腾讯控股(00700).md
通信服务,00728,中国电信,定量淘汰,最新ROE<15%,未进入定性复核,11.61,7.3,7.3,0.63,69.4,68.8,46.2,4.4,4.4,stocks/通信服务/HK_中国电信(00728).md
通信服务,00762,中国联通,定量淘汰,最新ROE<15%,未进入定性复核,8.92,5.7,5.7,0.64,69.6,69.7,44.6,3.4,3.4,stocks/通信服务/HK_中国联通(00762).md
通信服务,00772,阅文集团,定量淘汰,无有效正PE（亏损或资料缺失）,未进入定性复核,-22.51,-4.3,-1.1,0.19,46.1,48.1,18.8,-4.4,-1.1,stocks/通信服务/HK_阅文集团(00772).md
通信服务,00788,中国铁塔,定量淘汰,最新ROE<15%,未进入定性复核,11.91,5.8,5.4,0.49,92.9,92.8,39.4,3.6,3.3,stocks/通信服务/HK_中国铁塔(00788).md
通信服务,00811,新华文轩,定量淘汰,最新ROE<15%,未进入定性复核,6.55,10.5,11.2,1.60,35.6,36.7,33.2,11.4,12,stocks/通信服务/HK_新华文轩(00811).md
通信服务,00917,趣致集团,定量淘汰,近3期ROE中位数<15%,未进入定性复核,6.84,16.1,-27.2,2.35,57.3,56,26.1,23.8,17.6,stocks/通信服务/HK_趣致集团(00917).md
通信服务,00941,中国移动,定量淘汰,最新ROE<15%,未进入定性复核,11.32,9.7,10,0.86,58.2,58.4,32.7,7.2,7.5,stocks/通信服务/HK_中国移动(00941).md
通信服务,01024,快手-W,定量淘汰,最新资产负债率>40%或未披露,未进入定性复核,9.45,26.3,26.3,2.78,55,54.6,51.6,14.3,14.3,stocks/通信服务/HK_快手-W(01024).md
通信服务,01060,大麦娱乐,定量淘汰,最新ROE<15%,未进入定性复核,18.2,4.3,2.3,0.24,34.5,37,34,3.5,2.2,stocks/通信服务/HK_大麦娱乐(01060).md
通信服务,01310,香港宽频,定量淘汰,最新ROE<15%,未进入定性复核,41.8,8.5,0.4,0.20,36.3,36.3,86.8,1.3,0.1,stocks/通信服务/HK_香港宽频(01310).md
通信服务,01860,汇量科技,定量淘汰,近3期ROE中位数<15%,未进入定性复核,31.87,24.4,9,0.77,21.2,21,66.5,8.8,4.3,stocks/通信服务/HK_汇量科技(01860).md
通信服务,01883,中信国际电讯,定量淘汰,最新ROE<15%,未进入定性复核,10.5,8.5,8.5,0.81,37.6,37.6,34.4,6,6,stocks/通信服务/HK_中信国际电讯(01883).md
通信服务,01896,猫眼娱乐,定量淘汰,最新ROE<15%,未进入定性复核,9.18,6.1,6.1,0.66,43.3,43.3,27,5.5,5.5,stocks/通信服务/HK_猫眼娱乐(01896).md
通信服务,02400,心动公司,定性淘汰,,游戏研发与平台业务依赖内容命中率，历史盈利波动大，供给侧优势尚不能稳定验证。,12.11,48.5,38.4,4.00,73.8,69.4,22.5,137.3,81.8,stocks/通信服务/HK_心动公司(02400).md
通信服务,02603,吉宏股份,定量淘汰,最新ROE<15%,未进入定性复核,19.2,11.3,11.3,0.59,46.8,46.4,36.4,9.8,9.8,stocks/通信服务/HK_吉宏股份(02603).md
通信服务,03738,阜博集团,定量淘汰,最新ROE<15%,未进入定性复核,32.39,7.5,7,0.23,44.8,43.8,45,4.8,4.3,stocks/通信服务/HK_阜博集团(03738).md
通信服务,06683,巨星传奇,定量淘汰,无有效正PE（亏损或资料缺失）,未进入定性复核,-97.11,-2.9,6.8,0.03,38.8,56,16.9,-3,6.2,stocks/通信服务/HK_巨星传奇(06683).md
通信服务,09626,哔哩哔哩-W,定量淘汰,最新ROE<15%,未进入定性复核,36.55,8,-9.5,0.22,36.6,32.7,62.2,5.6,-6.8,stocks/通信服务/HK_哔哩哔哩-W(09626).md
通信服务,09890,贪玩,定量淘汰,近3期ROE中位数<15%,未进入定性复核,3.47,45.2,11.7,13.03,57.1,70.2,42,26.1,2.9,stocks/通信服务/HK_贪玩(09890).md
通信服务,09899,网易云音乐,定量淘汰,最新毛利率<40%或未披露,未进入定性复核,7.89,23.8,16.8,3.02,35.7,33.7,21.8,71.9,57.1,stocks/通信服务/HK_网易云音乐(09899).md
通信服务,09911,赤子城科技,定量淘汰,最新资产负债率>40%或未披露,未进入定性复核,12.68,47,47,3.71,55.8,52.1,41.4,61.3,61.3,stocks/通信服务/HK_赤子城科技(09911).md
通信服务,09999,网易,定性淘汰,,游戏、有道、云音乐、电商等多业务并行，触发多元化不投。,16.13,22.6,22.6,1.40,64.3,62.5,25.4,47.5,47.5,stocks/通信服务/HK_网易(09999).md
信息技术,00020,商汤-W,定量淘汰,无有效正PE（亏损或资料缺失）,未进入定性复核,-30.01,-7,-18.4,0.23,41,42.9,30.4,-7.4,-19,stocks/信息技术/HK_商汤-W(00020).md
信息技术,00268,金蝶国际,定量淘汰,PE>57.81（高于10年期国债收益率倒数）,未进入定性复核,254.3,1.1,-1.7,0.00,67.1,65.1,43.7,0.8,-1.4,stocks/信息技术/HK_金蝶国际(00268).md
信息技术,00285,比亚迪电子,定量淘汰,最新ROE<15%,未进入定性复核,16.08,10.5,13.8,0.65,6,6.9,58.8,4.6,5.3,stocks/信息技术/HK_比亚迪电子(00285).md
信息技术,00354,中国软件国际,定量淘汰,最新ROE<15%,未进入定性复核,27.64,2.8,4.4,0.10,20.4,22.1,36.9,2.1,3.7,stocks/信息技术/HK_中国软件国际(00354).md
信息技术,00501,豪威集团,定量淘汰,近3期ROE中位数<15%,未进入定性复核,25.81,15.4,14.5,0.60,30.6,28.2,35.4,13.6,11.5,stocks/信息技术/HK_豪威集团(00501).md
信息技术,00522,ASMPT,定量淘汰,PE>57.81（高于10年期国债收益率倒数）,未进入定性复核,69.35,5.6,4.6,0.08,37.8,39.3,34.5,4.6,3.6,stocks/信息技术/HK_ASMPT(00522).md
信息技术,00537,普源精电,定量淘汰,最新ROE<15%,未进入定性复核,48.34,2.7,3,0.06,52.8,53.4,11.8,2.6,2.9,stocks/信息技术/HK_普源精电(00537).md
信息技术,00553,南京熊猫电子股份,定量淘汰,PE>57.81（高于10年期国债收益率倒数）,未进入定性复核,80.49,0.3,-5.9,0.00,15.2,16.1,37.7,0.3,-4.4,stocks/信息技术/HK_南京熊猫电子股份(00553).md
信息技术,00638,广和通,定量淘汰,最新ROE<15%,未进入定性复核,27.38,7,19.8,0.26,16.4,18.2,35.3,5.4,9.6,stocks/信息技术/HK_广和通(00638).md
信息技术,00763,中兴通讯,定量淘汰,最新ROE<15%,未进入定性复核,25.43,7.6,12,0.30,30.3,37.9,65.3,3.2,5.9,stocks/信息技术/HK_中兴通讯(00763).md
信息技术,00800,文远知行-W,定量淘汰,无有效正PE（亏损或资料缺失）,未进入定性复核,-8.03,-22.1,-22.1,2.75,30.2,30.7,11.6,-69.3,-111.5,stocks/信息技术/HK_文远知行-W(00800).md
信息技术,00856,伟仕佳杰,定量淘汰,最新ROE<15%,未进入定性复核,10.36,14.4,12.5,1.39,4.5,4.5,75.8,3.8,3.2,stocks/信息技术/HK_伟仕佳杰(00856).md
信息技术,00909,明源云,定量淘汰,PE>57.81（高于10年期国债收益率倒数）,未进入定性复核,80.77,0.7,-3.9,0.01,78.4,78.4,14.8,1.5,-10.3,stocks/信息技术/HK_明源云(00909).md
信息技术,00981,中芯国际,定量淘汰,PE>57.81（高于10年期国债收益率倒数）,未进入定性复核,120.79,3.3,3.3,0.03,21,19.3,33,2.1,2.1,stocks/信息技术/HK_中芯国际(00981).md
信息技术,00992,联想集团,定量淘汰,最新毛利率<40%或未披露,未进入定性复核,20.48,27.9,23.8,1.36,15.4,16.1,85.2,4.2,3.8,stocks/信息技术/HK_联想集团(00992).md
信息技术,01304,FORTIOR,定量淘汰,最新ROE<15%,未进入定性复核,47.14,5.7,7.5,0.12,51.8,52.6,2.9,8.7,9.6,stocks/信息技术/HK_FORTIOR(01304).md
信息技术,01347,华虹半导体,定量淘汰,PE>57.81（高于10年期国债收益率倒数）,未进入定性复核,518.81,0.9,0.9,0.00,11.8,11.8,36.6,0.9,1.3,stocks/信息技术/HK_华虹半导体(01347).md
信息技术,01357,美图公司,定量淘汰,最新ROE<15%,未进入定性复核,28.88,10.9,10.9,0.38,73.6,68.7,39.3,12,12,stocks/信息技术/HK_美图公司(01357).md
信息技术,01377,鼎泰高科,定量淘汰,PE>57.81（高于10年期国债收益率倒数）,未进入定性复核,207.31,16.9,9.7,0.08,40.4,35.1,41.6,11.4,8.7,stocks/信息技术/HK_鼎泰高科(01377).md
信息技术,01384,滴普科技,定量淘汰,无有效正PE（亏损或资料缺失）,未进入定性复核,-11.8,65.7,41.1,-5.57,55.1,51.9,23.4,-304.6,-418.2,stocks/信息技术/HK_滴普科技(01384).md
信息技术,01385,上海复旦,定量淘汰,PE>57.81（高于10年期国债收益率倒数）,未进入定性复核,82.65,3.9,10.2,0.05,56.2,56.2,26.6,3.2,8.1,stocks/信息技术/HK_上海复旦(01385).md
信息技术,01415,高伟电子,定量淘汰,最新毛利率<40%或未披露,未进入定性复核,12.93,31.7,25.7,2.45,10.2,11.7,52.6,16.5,13.7,stocks/信息技术/HK_高伟电子(01415).md
信息技术,01478,丘钛科技,定量淘汰,近3期ROE中位数<15%,未进入定性复核,5.17,26,5.6,5.03,7.8,6.1,67.6,10.2,2.3,stocks/信息技术/HK_丘钛科技(01478).md
信息技术,01675,亚洲信息科技,定量淘汰,最新ROE<15%,未进入定性复核,34.34,1.7,7.9,0.05,34.1,37.4,33.3,1.3,6.3,stocks/信息技术/HK_亚洲信息科技(01675).md
信息技术,01686,新意网集团,定量淘汰,最新资产负债率>40%或未披露,未进入定性复核,11.07,18,18.6,1.63,56.7,56.3,76.8,4.1,4.1,stocks/信息技术/HK_新意网集团(01686).md
信息技术,01688,领益智造,定量淘汰,最新ROE<15%,未进入定性复核,23.77,10.4,10.4,0.44,15.2,15.2,57.9,5,5,stocks/信息技术/HK_领益智造(01688).md
信息技术,01729,汇聚科技,定量淘汰,ROE/PE<1,未进入定性复核,46.61,35.4,28.8,0.76,11.8,11.8,69.1,12.1,8.7,stocks/信息技术/HK_汇聚科技(01729).md
信息技术,01810,小米集团-W,定量淘汰,近3期ROE中位数<15%,未进入定性复核,17.18,18.3,13.4,1.07,22.3,21.2,47.6,10.9,8.3,stocks/信息技术/HK_小米集团-W(01810).md
信息技术,01989,广合科技,定量淘汰,ROE/PE<1,未进入定性复核,46.85,28.8,27.6,0.61,34.4,33.4,47.3,16.7,15.9,stocks/信息技术/HK_广合科技(01989).md
信息技术,02013,微盟集团,定量淘汰,无有效正PE（亏损或资料缺失）,未进入定性复核,-20.05,-10.6,-31.3,0.53,75.1,66.6,63.8,-4,-12.4,stocks/信息技术/HK_微盟集团(02013).md
